"{'uuid': 'f4730c2e-9a97-479a-93f7-54e61354e971', 'side': 'bid', 'ord_type': 'limit', 'price': '160000000', 'avg_price': '160080000', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-23T18:24:10+09:00', 'volume': '0.10955552', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '8764.4416', 'remaining_fee': '0', 'paid_fee': '8764.4416', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10955552', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '873c70ce-946a-452f-aed0-05ac8142ed6c', 'side': 'ask', 'ord_type': 'limit', 'price': '3003', 'avg_price': '3001.4985', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-07-02T13:04:26+09:00', 'volume': '2035.85221693', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3056.832103720395', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '2035.85221693', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'bbcb8d19-214b-447d-bfa7-af0902ab1de2', 'side': 'bid', 'ord_type': 'limit', 'price': '3350', 'avg_price': '3351.675', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-23T13:39:59+09:00', 'volume': '298.35828354', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '499.7501249295', 'remaining_fee': '0', 'paid_fee': '499.7501249295', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '298.35828354', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '0096299c-f286-4bb3-a0d7-a864632969df', 'side': 'bid', 'ord_type': 'limit', 'price': '3307', 'avg_price': '3308.6535', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-21T17:51:37+09:00', 'volume': '139.75676009', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '231.087802808815', 'remaining_fee': '0', 'paid_fee': '231.087802808815', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '139.75676009', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '7dd7cdab-6412-43dd-b85e-8b4313de4860', 'side': 'bid', 'ord_type': 'limit', 'price': '3368', 'avg_price': '3369.684', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-17T17:03:20+09:00', 'volume': '592.79521223', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '998.26713739532', 'remaining_fee': '0', 'paid_fee': '998.26713739532', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '592.79521223', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'd411f604-41a5-4509-b15b-8080b9095756', 'side': 'bid', 'ord_type': 'limit', 'price': '2968', 'avg_price': '2969.484', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-04-18T09:27:18+09:00', 'volume': '673.51768859', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '999.50024986756', 'remaining_fee': '0', 'paid_fee': '999.50024986756', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '673.51768859', 'trades_count': 1, 'application_name': 'webapp', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'dc29d3ef-ef03-44ad-a7ad-953e64b0efbc', 'side': 'bid', 'ord_type': 'limit', 'price': '3020', 'avg_price': '3021.51', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-04-17T17:15:26+09:00', 'volume': '331.42427248', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '500.4506514448', 'remaining_fee': '0', 'paid_fee': '500.4506514448', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '331.42427248', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'eae5429a-de9e-44be-9bfb-9c5ecd7c668d', 'side': 'ask', 'ord_type': 'limit', 'price': '3680', 'avg_price': '3678.16', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2024-12-05T07:25:38+09:00', 'volume': '679.15579019', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '1249.6466539496', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '679.15579019', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'b1fbfd1e-84d8-420e-a29d-1ac1556809bc', 'side': 'bid', 'ord_type': 'limit', 'price': '3670', 'avg_price': '3671.835', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2024-12-04T16:18:51+09:00', 'volume': '679.15579019', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '1246.25087499865', 'remaining_fee': '0', 'paid_fee': '1246.25087499865', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '679.15579019', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'a0443409-f511-4f83-90e3-8a7583d8c972', 'side': 'bid', 'ord_type': 'limit', 'price': '159280000', 'avg_price': '159359640', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-08-20T15:47:02+09:00', 'volume': '0.0804046', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '6403.422344', 'remaining_fee': '0', 'paid_fee': '6403.422344', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.0804046', 'trades_count': 4, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '96ac38f7-46f5-4294-a9bd-524920e0bb9a', 'side': 'ask', 'ord_type': 'limit', 'price': '160878000', 'avg_price': '160797561', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-08-19T14:30:20+09:00', 'volume': '0.13761718', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '11069.78834202', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.13761718', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'f4730c2e-9a97-479a-93f7-54e61354e971', 'side': 'bid', 'ord_type': 'limit', 'price': '160000000', 'avg_price': '160080000', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-23T18:24:10+09:00', 'volume': '0.10955552', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '8764.4416', 'remaining_fee': '0', 'paid_fee': '8764.4416', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10955552', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'd6f8af13-a1b8-4c66-b2fb-272ee50dce82', 'side': 'ask', 'ord_type': 'limit', 'price': '160431000', 'avg_price': '160350784.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-22T07:45:09+09:00', 'volume': '0.04506786', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3615.14092383', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.04506786', 'trades_count': 7, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'f2466d14-139e-457a-ae9b-b162f97db8c0', 'side': 'ask', 'ord_type': 'limit', 'price': '161267000', 'avg_price': '161186366.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-19T09:59:23+09:00', 'volume': '0.04506786', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3633.97928931', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.04506786', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '1c64b512-837d-4072-a0fc-dfdfe5287250', 'side': 'bid', 'ord_type': 'limit', 'price': '162122000', 'avg_price': '162203061', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-17T09:22:46+09:00', 'volume': '0.03624103', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2937.73413283', 'remaining_fee': '0', 'paid_fee': '2937.73413283', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.03624103', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'dba7cf13-3430-49d2-8ee1-c88ebba81b83', 'side': 'ask', 'ord_type': 'limit', 'price': '162590000', 'avg_price': '162508705', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-16T20:52:38+09:00', 'volume': '0.05389468', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '4381.3680106', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.05389468', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'e8191751-3626-4ca3-b17e-daa98b454cf2', 'side': 'bid', 'ord_type': 'limit', 'price': '127968000', 'avg_price': '128031984', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-03-24T15:43:33+09:00', 'volume': '0.03905606', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2498.96294304', 'remaining_fee': '0', 'paid_fee': '2498.96294304', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.03905606', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '721b39bd-7575-428d-8ac8-726dae652710', 'side': 'bid', 'ord_type': 'limit', 'price': '146175000', 'avg_price': '146248087.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-02-16T22:07:48+09:00', 'volume': '0.01692443', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '1236.964277625', 'remaining_fee': '0', 'paid_fee': '1236.964277625', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.01692443', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'f3aec312-4331-4267-baa2-bd1157c17cc7', 'side': 'ask', 'ord_type': 'limit', 'price': '143000000', 'avg_price': '142928500', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-01-09T09:21:40+09:00', 'volume': '0.01726962', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '1234.77783', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.01726962', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '8918dcd5-37d6-4908-ac4b-49a325e7be50', 'side': 'bid', 'ord_type': 'limit', 'price': '151690000', 'avg_price': '151765845', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-12-19T12:52:41+09:00', 'volume': '0.0690785', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '5239.2588325', 'remaining_fee': '0', 'paid_fee': '5239.2588325', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.0690785', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'e2211c71-6609-4c4e-9aba-5388708c29cb', 'side': 'ask', 'ord_type': 'limit', 'price': '150300000', 'avg_price': '150230402.68628725', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-12-16T12:54:56+09:00', 'volume': '0.06979624', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '5245.38131125', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.06979624', 'trades_count': 7, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '813213eb-8d29-4e1f-b0ef-eee4275bea0e', 'side': 'bid', 'ord_type': 'limit', 'price': '139682000', 'avg_price': '139751841', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-12-09T12:26:02+09:00', 'volume': '0.0178839', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '1249.0294599', 'remaining_fee': '0', 'paid_fee': '1249.0294599', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.0178839', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '044412cf-ff61-4e3e-a17a-f9c70cd8b314', 'side': 'bid', 'ord_type': 'limit', 'price': '143900000', 'avg_price': '143971950', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-12-05T19:23:16+09:00', 'volume': '0.05191234', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '3735.092863', 'remaining_fee': '0', 'paid_fee': '3735.092863', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.05191234', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '65e96d1b-a797-4a28-8dcc-6466b3c10b94', 'side': 'ask', 'ord_type': 'limit', 'price': '135600000', 'avg_price': '135411516', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-12-03T12:35:53+09:00', 'volume': '0.07362746', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '13877.59817064', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.07362746', 'trades_count': 1, 'watch_price': '135600000', 'watch_condition': 'gte', 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': False}"
"{'uuid': '5c54318c-97fb-4930-93ab-247ae3db700a', 'side': 'bid', 'ord_type': 'limit', 'price': '135751000', 'avg_price': '135818875.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-11-24T18:32:26+09:00', 'volume': '0.07362746', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '4997.50066123', 'remaining_fee': '0', 'paid_fee': '4997.50066123', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.07362746', 'trades_count': 5, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '748906e7-094e-4101-b93e-8121d6e5f8d6', 'side': 'ask', 'ord_type': 'limit', 'price': '89833000', 'avg_price': '89788083.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-10-14T20:22:01+09:00', 'volume': '0.57990156', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '26047.14841974', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.57990156', 'trades_count': 4, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '3c2b7b11-8f4f-4f77-9054-03073008bde0', 'side': 'bid', 'ord_type': 'limit', 'price': '81582000', 'avg_price': '81622791', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-19T09:30:38+09:00', 'volume': '0.06130802', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2500.81544382', 'remaining_fee': '0', 'paid_fee': '2500.81544382', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.06130802', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '382ff68b-80f9-4a26-a28f-dfd9997e40e4', 'side': 'bid', 'ord_type': 'limit', 'price': '82409000', 'avg_price': '82450204.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-12T10:00:34+09:00', 'volume': '0.12148099', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '5005.563452455', 'remaining_fee': '0', 'paid_fee': '5005.563452455', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.12148099', 'trades_count': 4, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '9c12a6ad-d180-40b0-b4da-e340ea184480', 'side': 'bid', 'ord_type': 'limit', 'price': '85971000', 'avg_price': '86013985.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-09T13:20:44+09:00', 'volume': '0.1290044', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '5545.3186362', 'remaining_fee': '0', 'paid_fee': '5545.3186362', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.1290044', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '63902086-e928-48e8-ba7f-172f861d76ae', 'side': 'bid', 'ord_type': 'limit', 'price': '80597000', 'avg_price': '80637298.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-08T21:18:17+09:00', 'volume': '0.13779346', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '5552.86974781', 'remaining_fee': '0', 'paid_fee': '5552.86974781', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.13779346', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'c847ac84-bb25-437f-a5dd-f6c6aaa1c305', 'side': 'ask', 'ord_type': 'limit', 'price': '73327000', 'avg_price': '73290336.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-05T15:44:49+09:00', 'volume': '0.04343823', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '1592.597545605', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.04343823', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'e64bab47-eefb-4afd-94f6-a0e3b4fef855', 'side': 'ask', 'ord_type': 'limit', 'price': '73003000', 'avg_price': '72966498.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-05T15:42:05+09:00', 'volume': '0.1520338', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '5549.4617507', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.1520338', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '34c21d84-87d9-4f9c-8ca8-c28c655364c8', 'side': 'ask', 'ord_type': 'limit', 'price': '73182000', 'avg_price': '73145409', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-08-05T15:29:29+09:00', 'volume': '0.10859557', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3973.62050187', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10859557', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '81cac011-7897-4bea-9944-eb0046d846e0', 'side': 'bid', 'ord_type': 'limit', 'price': '93143000', 'avg_price': '93189571.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-07-30T13:05:04+09:00', 'volume': '0.10702329', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '4984.235150235', 'remaining_fee': '0', 'paid_fee': '4984.235150235', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10702329', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '3262ca2b-8621-43cb-931c-88e989220b08', 'side': 'bid', 'ord_type': 'limit', 'price': '94795000', 'avg_price': '94842397.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-07-22T10:15:48+09:00', 'volume': '0.10538555', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '4995.011606125', 'remaining_fee': '0', 'paid_fee': '4995.011606125', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10538555', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '90dbde9e-aa41-42e3-80e1-827cf21bbae7', 'side': 'bid', 'ord_type': 'limit', 'price': '89830000', 'avg_price': '89874915', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-07-19T07:01:19+09:00', 'volume': '0.11133216', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '5000.4839664', 'remaining_fee': '0', 'paid_fee': '5000.4839664', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.11133216', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '6ea4ba0e-0eec-4328-bc19-dabea6b856dd', 'side': 'bid', 'ord_type': 'limit', 'price': '90337000', 'avg_price': '90364664.24681707', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-07-18T16:26:44+09:00', 'volume': '0.11064129', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '4997.501107365', 'remaining_fee': '0.967862645', 'paid_fee': '4996.53324472', 'locked': '1936.693152645', 'prevented_locked': '0', 'executed_volume': '0.11064129', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
